UNITNAME,CanBuild,BuiltBy,UnitNumber,DefaultMissionType,wpri_badTargetCategory,ActivateWhenBuilt,Description,MaxDamage,SelfDestructAs,buildangle,FootprintZ,MetalStorage,Copyright,DamageModifier,Version,BMcode,SIDE,BadTargetCategory,StandingFireOrder,Designation,BuildCostEnergy,WorkerTime,Builder,YardMap,Name,firestandorders,ShootMe,FootprintX,EnergyStorage,FrenchName,NoChaseCategory,Category,canattack,Weapon1,NoShadow,EnergyUse,SightDistance,downloadable,ThreeD,ZBuffer,ExplodeAs,BuildCostMetal,NoAutoFire,TEDClass,Corpse,GermanDescription,BuildTime,RadarDistance,ItalianDescription,WaterLine,ItalianName,canguard,Objectname,SoundCategory,GermanName,Frenchdescription,SpanishDescription,canstop,SpanishName,MinWaterDepth,MaxVelocity,StandingMoveOrder,MaxSlope,canpatrol,canmove,Upright,TurnRate,MaxWaterDepth,Acceleration,maneuverleashlength,MovementClass,Weapon3,wspe_badTargetCategory,BrakeRate,EnergyMake,mobilestandorders,SteeringMode,Ovradjust,Digger,canhover,Builddistance,CanReclamate,MetalMake,ImmuneToParalyzer,CantBeTransported,Init_cloaked,Stealth,CloakCost,HideDamage,CanCapture,wsec_badTargetCategory,Weapon2,candgun,Scale,cruisealt,BankScale,amphibious,Canfly,sortbias,selfdestructcountdown,ExtractsMetal,onoffable,transportsize,canload,transportcapacity,transportmaxunits,Floater,Antiweapons,MakesMetal,SonarDistance,PitchScale,IsAirBase,ai_limit,ai_weight,HoverAttack,CloakCostMoving,HealTime,ShowPlayerName,norestrict,mincloakdistance,RadarDistanceJam,PigLatinName,PigLatinDescription,JapaneseName,canbuild,IsFeature,kamikazedistance,kamikaze,TidalGenerator,canland,canresurrect,canrepair,resurrect,istargetingupgrade,Commander,attackrunlength,altfromsealevel,MoveRate1,WindGenerator,
CORASP_UPGRADE,,CORASP ,25,RepairPatrol,n/a,n/a,Repairs Nearby Units,2070,BIG_UNIT,n/a,0,50,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,CORE,n/a,n/a,BOOBS-CV1,5338,150,1,n/a,Repair Tower Upgrade,n/a,1,0,50,n/a,n/a,CORE NAIR NSUB NSHP NEXP NNUK ALL LEV2,n/a,n/a,n/a,0.1,384,n/a,1,1,BIG_UNITEX,270,0,CNSTR,n/a,n/a,6745,n/a,n/a,n/a,n/a,0,CORASP_UPGRADE,CORE_CVEHICLE,n/a,n/a,n/a,1,n/a,n/a,1,n/a,16,0,0,n/a,250,18,0,384,n/a,n/a,n/a,0.08,n/a,n/a,1,1,n/a,n/a,384,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORSHOCK,,CORFAB COREPLAT ,12,Standby,n/a,1,"Experimental Laser Pulse Bomber (4.8K Energy/Second, Stealth)",24480,UNIT_BIG_BLASTSML,n/a,8,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.12,1,1,CORE,n/a,2,LZ-333,1022002,0,0,n/a,Decimator,1,1,8,0,n/a,n/a,CORE BIG MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV3 CTRL_P CTRL_W,1,BOMB_SHOCK,n/a,0,672,n/a,1,1,UNIT_BIG_BLASTSML,17055,0,VTOL,n/a,n/a,270530,64,n/a,n/a,n/a,1,CORSHOCK,CORE_BIGVTOL,n/a,n/a,n/a,1,n/a,n/a,3.2,1,10,1,1,0,192,255,0.02,1280,n/a,n/a,n/a,0.04,0.6,1,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,0.8,230,0.25,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,
ARMORION,,ARMCOM_SUP ARMACA ARMACK ARMACV ARMACH ,20014,GUARD_NOMOVE,AIR,n/a,Pop-up Heavy Laser,3320,SMALL_BUILDING,8192,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,AIR,2,ARM-ORI,15183,0,0,oooo,Orion,1,1,2,0,n/a,MOB,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_X,1,LASER_HEAVY,n/a,0,672,1,1,1,SMALL_BUILDINGEX,1476,0,FORT,armorion_dead,n/a,31023,0,n/a,n/a,n/a,n/a,ARMORION,HLT,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMCA,ARMTL ARMMSTOR ARMDRAG ARMMAKR ARMASP ARMAAP ARMLAB ARMVP ARMSY ARMAP ARMHP ARMLLT ARMRAD ARMGUARD ARMWIN ARMARL ARMESTOR ARMSOLAR ARMGEO ARMGEN ARMHLT ARMRL ARMMEX ,ARMAP ,18,VTOL_standby,n/a,n/a,Tech Level 1,280,BIG_UNITEX,n/a,2,25,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,n/a,n/a,ARM-CA1,5760,60,1,n/a,Construction Aircraft,n/a,1,2,25,Avion de construction ,n/a,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV1 CTRL_B,n/a,n/a,n/a,0.1,288,n/a,1,1,BIG_UNIT,240,0,CNSTR,n/a,Tech Level 1,9950,32,Tecnologia Livello 1,n/a,Aereo Costruttore,1,ARMCA,ARM_CVTOL,Konstruktions-Flugzeug,Niveau Tech 1,Nivel Tecn. 1,1,Aeronave de Constr. ,n/a,7.2,1,10,1,1,n/a,108,0,0.07,1280,n/a,n/a,n/a,1.5,3,1,1,1,n/a,n/a,150,1,0.1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,70,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFMD,,CORCOM_SUP CORCRAB CORACA CORACK CORACV CORACH ,156,n/a,NAIR,n/a,Anti Missile Defense System,3200,ATOMIC_BLAST,4096,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,NAIR,2,COR-FMD1,41544,0,0,oooo oooo oooo oooo,Fortitude,1,1,4,0,Défense Courage,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP ALL LEV2 CTRL_L,n/a,ANTI_NUKE,n/a,0,512,n/a,1,1,ATOMIC_BLASTSML,1248,1,SPECIAL,corfmd_dead,Anti-Flugkörper Abwehrsystem,43430,0,Sistema di difesa anti-missilistico,n/a,Difesa Missilistica Fortitude,n/a,CORFMD,COR_FMD,Flugkörper-Powerabwehr,Système de défense anti-missiles,Sistema de defensa antimisiles,n/a,Fortaleza Antimisiles,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMGEN,,ARMCA ARMCK ARMCV ARMCH ARMCOM ARMDECOM ARMCOM_SUP ,4063,n/a,n/a,0,Produces Energy or Metal (300/2),2100,ESTOR_BUILDINGEX,16384,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AS-RG,9684,0,0,oooo oooo oooo oooo,Resource Generator,n/a,n/a,4,0,n/a,n/a,ARM BLDG NAIR NSUB NSHP CTRL_J NLND NEXP NNUK ALL LEV1,n/a,n/a,n/a,300,192,n/a,1,1,ESTOR_BUILDING,1495,0,ENERGY,armgen_dead,n/a,24150,0,n/a,n/a,n/a,n/a,ARMGEN,ARM_MAKER,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,300,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMLANCE,,ARMAAP ARMAPLAT ,43,VTOL_standby,NSHP,n/a,Torpedo Bomber,1850,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,NSHP,0,AFD-J9,19314,0,0,n/a,Lancet,1,1,3,0,Javelot,AIR,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV2 CTRL_P CTRL_Y CTRL_W,1,TORPEDO_SEAP,n/a,1.5,448,n/a,1,1,BIG_UNITEX,756,0,VTOL,n/a,Torpedo-Bomber,24668,32,Bombardiere lancia-torpedini,n/a,Lancet,1,ARMLANCE,ARM_VTOL,Lancet,Bombardier torpilleur,Bombardero torpedero,1,Lancet,n/a,9.7,1,10,1,1,n/a,420,255,0.2,1280,n/a,n/a,n/a,6,1.5,1,1,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,NSHP,TORPEDO_SEAP_2,n/a,n/a,120,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,120,n/a,8,n/a,
ARMAMPH,,ARMNOMAD_FACT ARMALAB ,238,Standby,AIR,1,Fast Amphibious Kbot,1050,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,AIR,2,ARM-WKML,7404,0,0,n/a,Pelican,1,1,3,0,Pélican,AIR,ARM MOB NAIR NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_K CTRL_W,1,GAUSS_AMPH,n/a,0.4,384,1,1,1,BIG_UNITEX,385,0,KBOT,armamph_heap,Amphibien-Kbot,7478,0,Kbot anfibio,n/a,Pelican,1,ARMAMPH,ARM_AMPHIB,Pelikan,Kbot Amphibie,Kbot anfibio,1,Pelícano,n/a,2.4,1,14,1,1,1,600,n/a,0.125,640,KBOTSF3,TORPEDO_GIMP,NSHP,0.15,0.4,1,2,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,192,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORESTOR,,CORDECOM CORMPAD CORCOM_SUP CORCA CORCK CORCV CORCH CORCOM ,101,n/a,n/a,1,Increases Energy Storage by 5K (Adjacency Bonus),1070,ESTOR_BUILDING,8196,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,n/a,ES-22,1992,0,0,oooo oooo oooo oooo,Energy Storage,n/a,n/a,4,5000,Dépôt d'énergie,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1,n/a,n/a,n/a,25,192,n/a,1,1,ESTOR_BUILDINGEX,200,0,ENERGY,corestor_dead,Vergrößert Lager für Energievorräte,6375,0,Incrementa l'immagazzinamento di energia,n/a,Deposito di Energia,n/a,CORESTOR,CORE_ESTOR,Energiespeicher,Augmente le stockage d'énergie,Incrementa capacidad de alm.energía,n/a,Almacén de Energía,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMMAKR,,ARMCA ARMCK ARMCV ARMCH ARMCOM ARMSPOT ARMDECOM ARMCOM_SUP ,45,n/a,n/a,1,Converts Energy into Metal (100/1),144,SMALL_BUILDING,8192,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AEM-EMM,916,0,0,ooo ooo ooo,Metal Maker,n/a,n/a,3,0,Métallo,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_J,n/a,n/a,n/a,100,192,1,1,1,SMALL_BUILDINGEX,28,0,METAL,armmakr_dead,Wandelt Energie in Metall um,2605,0,Converte energia in metallo,n/a,Generatore di Metallo,n/a,ARMMAKR,ARM_MAKER,Metallgenerator,Convertit l'énergie en métal,Transforma energía en metal,n/a,Productor de Metal,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSTUN,,ARMCOM_SUP ARMACA ARMACK ARMACV ARMACH ,19237,GUARD_NOMOVE,NSTN,n/a,Stun Battery (3K Energy/Salvo),8460,ATOMIC_BLASTSML,n/a,6,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,MOB,2,A-102-C,83410,0,0,oooooo oooooo oooooo oooooo oooooo,Warden,1,1,6,0,n/a,MOB,ARM BLDG NAIR NSUB NSHP NSTN NLND NEXP NNUK ALL LEV2 CTRL_X,1,PARALYZER_STUN,n/a,0,768,1,1,1,ATOMIC_BLASTSML,4980,0,FORT,armstun_dead,n/a,75070,0,n/a,n/a,n/a,1,ARMSTUN,ARM_ANNI,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,PARALYZER_STUN,NSTN,n/a,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,NSTN,PARALYZER_STUN2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMUWES,,ARMCS ARMCH ARMCOM ARMDECOM ARMCOM_SUP ARMCSA ,298,n/a,n/a,1,"Increases Energy Storage by 5K, Adjacency Bonus",5788,ESTOR_BUILDING,n/a,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,0,ARM,n/a,n/a,AM-WMSF,2950,0,0,oooo oooo oooo oooo,Underwater Energy Storage,n/a,n/a,4,5000,Dépôt d'Energie Sous-Marin,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1,n/a,n/a,n/a,25,128,1,1,1,ESTOR_BUILDINGEX,228,0,ENERGY,ARMUWES_dead,Größere Energievorräte,7870,0,Deposito di energia sottomarino,n/a,Deposito di energia sub,n/a,ARMUWES,ARM_ESTOR,U-Energielager,Augmente Stockage Energie,Incrementa el almacenaje de energía,n/a,Almacén Energía Subacuát.,30,n/a,n/a,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORJUGG,,CORGANT ,2032,Standby,NEXP,1,Experimental Riot Kbot (4.8K Energy/Shot),21540,UNIT_BLAST,n/a,5,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0.8,1.2,1,CORE,AIR,2,C-UHKGL,252990,n/a,0,n/a,Juggernaut,1,1,5,n/a,n/a,AIR,CORE BIG MOB NAIR NSUB NSHP NEXP ALL LEV3 CTRL_G CTRL_K CTRL_W,1,GAUSS_JUGG,n/a,2.4,352,1,1,1,UNIT_BLAST,8630,0,KBOT,corjugg_dead,n/a,110396,48,n/a,n/a,n/a,1,CORJUGG,JUGG,n/a,n/a,n/a,1,n/a,n/a,0.675,0,17,1,1,n/a,196,32,0.004,640,TANKSH5,BLOD_JUGG,AIR,0.012,5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,NEXP,GAUSS_JUGG_2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMAHP,ARMHFLAK ARMHART ARMACH ARMHJAM ARMHTANK ARMHARL ARMHCAR ARMHSTUN ,ARMCH ARMCOM_SUP ARMECH ,179,n/a,n/a,n/a,Builds Hovercraft,4508,LARGE_BUILDING,n/a,10,200,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,n/a,2,ARM-AH,31275,270,1,occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco,Adv. Hovercraft Platform,1,n/a,10,200,n/a,n/a,ARM LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_F,n/a,n/a,n/a,0,224,1,1,1,LARGE_BUILDINGEX,3427,0,PLANT,armahp_dead,n/a,25765,0,n/a,n/a,n/a,n/a,ARMAHP,ARM_HOVER_PLANT,n/a,n/a,n/a,1,n/a,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMHAM,,ARMNOMAD_FACT ARMLAB ,37,Standby,AIR,n/a,Artillery Kbot,600,BIG_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,AIR,2,ARM-KA,1715,0,0,n/a,Hammer,1,1,2,0,Massue,AIR,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_G CTRL_K CTRL_W,1,CANNON_ART_LIGHT,n/a,0.6,256,n/a,1,1,BIG_UNITEX,170,0,KBOT,armham_dead,Artillerie-Kbot,2574,24,Kbot da artilglieria,n/a,Hammer,1,ARMHAM,ARM_KBOT,Hammer,Artillerie Kbot,Kbot de artillería,1,Hammer,n/a,1.325,1,14,1,1,1,796,12,0.04,640,TANKSH2,n/a,n/a,0.2,0.6,1,2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORBUZZ,,CORECV CORECA CORECK CORECH ,297,GUARD_NOMOVE,MOB,n/a,Rapid Fire Long Range Plasma Cannon (6K Energy/Shot),8550,ATOMIC_BLASTSML,4096,6,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,MOB,0,F-MPS4,910530,0,0,oooooo oooooo oooooo oooooo oooooo oooooo,Buzzsaw,1,1,6,0,Scie Bourdonnante,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP ALL LEV3 CTRL_L,1,CANNON_LRPC_CORE,n/a,0,1024,1,1,1,ATOMIC_BLAST,23370,1,FORT,corbuzz_dead,Schnellfeuer-Plasmakanone,437004,0,Cannone rapido al plasma,n/a,Buzzsaw,n/a,CORBUZZ,COR_INT,Kettensäge,Canon Plasma Tir Rapide,Cañón de plasma rápido,1,Buzzsaw,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,RANGE_5376,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORSPEC,,CORALAB ,138,Standby,MOB,1,Radar Jamming Kbot,310,BIG_UNIT,n/a,1,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,CORE,MOB,n/a,UV-2-AB,2906,0,0,n/a,Spectre,n/a,1,1,0,Spectre,MOB,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_K CTRL_R,1,NULL_WEAPON,n/a,50,448,n/a,1,1,BIG_UNITEX,70,0,KBOT,corspec_dead,Radar-Störer,5439,0,Crea interferenze radar,n/a,Spectre,1,CORSPEC,CORE_JAM,Spectre,Brouilleur de radar ,Distorsionador de radar,1,Spectre,n/a,1.2,1,32,1,1,1,945,112,0.1,640,TANKSH2,n/a,n/a,0.12,0,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,448,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORGANT,CORECK CORJUGG CORKROG CORSPID CORTALOS CORTAC ,CORACK CORCOM_SUP ,253,n/a,n/a,n/a,Produces Experimental Units,9563,ATOMIC_BLAST,n/a,10,400,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,n/a,2,GKA-DML,447027,360,1,occcccccco,Experimental Kbot Gantry,1,n/a,10,400,Chantier de Krogoth,n/a,CORE LAB NAIR NSUB NSHP NLND ALL LEV3 CTRL_F,n/a,n/a,n/a,0,224,1,1,1,ATOMIC_BLAST,16203,0,PLANT,corgant_dead,Baut Krogoth-Bots,101029,0,Costruzione Krogoth,n/a,Fabbrica Krogoth,n/a,CORGANT,CORE_GANTRY,Krogoth-Werft,Construit Krogoth,Construye Krogoths,1,Krogoth Gantry,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
